股票代码	股票名称	研报标题	评级	机构	18年预测收益	19年预测收益	研报时间
600054	黄山旅游	18Q1黄山客流下滑18%，高铁开通拉动客流	买入	国金证券	0.6	0.7	5月2日
600055	万东医疗	2017年年报点评：业绩符合预期，盈利能力持续增强	增持	光大证券	0.28	0.38	5月2日
600398	海澜之家	2018年一季报点评：一季报业绩双位数增长，龙头内生提效+多品牌布局推进	买入	光大证券	0.81	0.89	5月2日
300251	光线传媒	影视业务稳健推进，积极布局夯实成长动能	买入	中邮证券	0.97	0.4	5月2日
000553	沙隆达A	2017年年报暨2018年一季报点评：业绩稳定增长，协同效应初步显现	买入	光大证券	1.28	0.82	5月2日
600516	方大炭素	环保限产助力一季度盈利向好	增持	中泰证券	3.35	3.53	5月2日
603816	顾家家居	拓品类全面推进，打造软体大家居	增持	中泰证券	2.55	3.37	5月2日
601601	中国太保	利润增速亮眼，价值保费增长待人力发展政策见效	买入	天风证券	2.18	2.74	5月2日
600489	中金黄金	股价已处底部而业绩仍有增量，期待集团资产注入	增持	太平洋	0.15	0.16	5月2日
000768	中航飞机	事件点评：精益管理保交付，需求释放促增长	增持	国海证券	0.2	0.23	5月2日
600977	中国电影	看好发行+制片业务的向上弹性	买入	华泰证券	0.72	0.8	5月2日
600138	中青旅	古镇潜力较大，静待新发展阶段	买入	华泰证券	0.93	1.09	5月2日
600056	中国医药	深入布局河南市场，商业扩张稳步推进	增持	平安证券	1.54	1.93	5月3日
600348	阳泉煤业	业绩良好，估值低廉，外延增长+国改	买入	中银国际	0.84	0.88	5月3日
600518	康美药业	收入略超预期、多线业务齐头并进	买入	中银国际	1.031	1.263	5月3日
600500	中化国际	产品量价齐升，产业转型升级取得较大进展	买入	中银国际	0.37	0.4	5月3日
600029	南方航空	成本控制持续高效，调价助推业绩爆发	增持	申万宏源	0.86	1.13	5月3日
600309	万华化学	盈利再创新高，18年盈利有望持稳	增持	申万宏源	4.3	4.88	5月3日
600196	复星医药	主业净利润保持高增长，研发步入收获期	增持	申万宏源	1.5	1.77	5月3日
603579	荣泰健康	业务多点开花，营收增速超预期	增持	西南证券	2.16	2.76	5月2日
300567	精测电子	业绩持续高增长，盈利能力持续提升	买入	东吴证券	3.28	4.26	5月2日
000887	中鼎股份	一季报符合预期，加快内生增长	买入	西南证券	1.07	1.25	5月2日
600216	浙江医药	业绩进入爆发期，医药板块转型拐点来临	买入	浙商证券	1.33	0.96	5月2日
002833	弘亚数控	预计上半年维持30%以上业绩增长，资产质量持续优化	买入	东吴证券	2.26	2.96	5月2日
603708	家家悦	再读龙头之家家悦：从胶东深度到山东广度	买入	长江证券	0.8	0.96	5月3日
600655	豫园股份	Q1净利润增速符合预期，黄金珠宝主业发展稳健	增持	申万宏源	0.97	1.05	5月2日
600686	金龙汽车	17年业绩受“干扰”，18Q1销量成绩骄人	增持	西南证券	0.36	0.62	5月2日
000538	云南白药	业绩增长稳定，继续看好前景	买入	西南证券	3.4	3.89	5月2日
603898	好莱客	业绩快速增长，期待多品类发力	买入	西南证券	1.44	1.86	5月2日
600201	生物股份	2017年年报&2018年一季报点评：业绩高增长，龙头地位稳	买入	东方证券	1.25	1.63	5月2日
002366	台海核电	业绩符合预期，业务多元化拓展成长空间	-	东吴证券	1.48	1.98	5月2日
600320	振华重工	业绩持续改善，看好港机、海工业务复苏	买入	东吴证券	0.12	0.18	5月2日
601318	中国平安	基本面数据见底，二季度静待否极泰来	买入	招商证券	-	-	4月27日
603517	绝味食品	收入低于预期，季度小波动不改长期成长性	增持	平安证券	1.45	1.75	4月27日
601688	华泰证券	一季报&年报点评：市场飘摇无阻业绩超预期	买入	招商证券	0.91	1.16	4月27日
300237	美晨生态	一季报业绩高增长，全年高成长可期	买入	新时代	1.09	1.52	4月27日
600089	特变电工	新能源板块稳中有增	增持	中银国际	0.58	0.78	4月27日
600867	通化东宝	国际视野，前瞻布局四代胰岛素市场	买入	国金证券	0.638	0.818	4月27日
000620	新华联	业绩略超预期，文旅项目稳步推进	买入	安信证券	0.57	0.69	4月27日
603589	口子窖	业绩全面超预期，戴维斯双击在即	买入	中泰证券	2.5	3.08	4月27日
002373	千方科技	“一体两翼”格局形成，并表带动18Q1业绩大增	买入	华创证券	0.58	0.74	5月1日
600029	南方航空	"一季报点评：业绩同比增长64%，扣汇利润两位数增长，强调“强烈推荐""评级"	买入	华创证券	0.86	1.27	5月1日
600030	中信证券	经纪业务发力，自营资管稳中取进	增持	华创证券	1.04	1.24	5月2日
000639	西王食品	Muscletech迅速抢占市场 期待其他系列更多表现	增持	开源证券	-	-	5月2日
002599	盛通股份	出版业务凸显规模效应、增速超预期，乐博并表切入素质教育赛道	增持	华创证券	0.4	0.53	5月2日
002352	顺丰控股	一季报点评： 业务量增速提升明显，综合物流商发展路径清晰	增持	华创证券	1.25	1.53	5月2日
000651	格力电器	Q1超预期，期待中期分红	买入	华泰证券	4.5	5.2	5月2日
300433	蓝思科技	年报符合预期，双玻璃龙头静待趋势红利	买入	财通证券	1.07	1.45	5月2日
601888	中国国旅	18Q1业绩超预期表现，三亚店持续高增长	买入	国金证券	1.44	1.98	5月2日
000596	古井贡酒	次高端发力，徽酒龙头双星闪耀	买入	方正证券	3.1	4.14	5月2日
002035	华帝股份	产品均价上行，盈利能力提升	买入	安信证券	1.28	1.65	5月2日
601607	上海医药	两票制加速影响商业收入，工业改善趋势延续	增持	国金证券	1.371	1.522	5月2日
600978	宜华生活	加速营销创新，内销或进入新的增长期	买入	国金证券	0.62	0.8	5月2日
002024	苏宁易购	一季报点评：一季度线上GMV增长81.5%，归母净利润增长42.15%	买入	国海证券	0.11	0.2	5月2日
002251	步步高	业绩符合预期，营收稳健增长	增持	光大证券	0.19	0.2	5月2日
002727	一心堂	17年年报和18年一季报点评：可比老店增速大幅提升，经营现重大拐点	买入	光大证券	0.92	1.14	5月2日
600585	海螺水泥	一季报业绩大超预期，为全年稳增长开好头	增持	中邮证券	3.72	4.17	5月2日
600346	恒力股份	2018年一季报点评：充分受益于PTA景气，业绩大超市场预期	买入	光大证券	0.83	2.29	5月2日
600967	内蒙一机	预收账款与现金流连续释放，年报季报连续印证放量	买入	天风证券	0.39	0.5	5月2日
000786	北新建材	销量提升，淡季价格维持高位促盈利大增	买入	中泰证券	1.76	2.09	5月2日
000998	隆平高科	年报及一季报点评：布局稳步推进，巨头雏形渐现	买入	天风证券	0.88	1.18	5月2日
300723	一品红	17年扣非业绩增长符合预期，看好公司自有产品省外市场拓展	增持	广证恒生	1.29	1.74	5月2日
600201	生物股份	短期扰动不改变全年预期，应收账款一季度快速积累	买入	天风证券	1.21	1.52	5月2日
603233	大参林	聚焦两广全国扩张，2018Q1实现业绩25.39%高增长	买入	广证恒生	1.49	1.86	5月2日
002124	天邦股份	完全成本持续下降，放量增长可期	买入	华泰证券	0.84	0.75	5月2日
601919	中远海控	业绩符合预期；集运缓慢复苏	增持	华泰证券	0.43	0.98	5月2日
002531	天顺风能	年报业绩符合预期，风塔龙头多点布局	买入	华金证券	0.39	0.53	5月2日
600977	中国电影	全产业链稳步推进，电影发行业务龙头地位稳固	买入	华鑫证券	0.66	0.77	5月3日
600258	首旅酒店	成本费用率如期下降 注重中高端品牌发展	买入	信达证券	1.15	2.03	5月3日
603658	安图生物	质谱获批，微生物产品线升级	增持	平安证券	1.39	1.77	5月3日
300122	智飞生物	九价HPV疫苗推广协议签署，适用人群得到拓展	增持	平安证券	0.77	1.09	5月3日
600810	神马股份	一季度产品价差扩大，归母净利润同比增加120%	增持	信达证券	1.05	1.24	5月3日
600879	航天电子	业绩稳健增长，看好航天、民用产品业务长期发展	增持	方正证券	0.22	0.25	5月2日
002615	哈尔斯	哈尔斯一季度点评报告：承前启后的关键之年	买入	浙商证券	0.37	0.5	5月2日
002414	高德红外	业绩快速增长，看好红外产业长期发展	增持	方正证券	0.2	0.29	5月2日
603839	安正时尚	主品牌加速改善，错峰备货致存货及经营性现金流出增加	买入	长江证券	1.24	1.62	5月3日
601398	工商银行	主业表现持续突出，与高质量发展模式相契合	买入	申万宏源	0.85	0.94	5月2日
002217	合力泰	一季报：摄像头、FPC等新产线支撑1H业绩高增	买入	申万宏源	0.58	0.79	5月2日
002472	双环传动	Q1业绩符合预期，持续受益自动变速箱国产化	买入	方正证券	0.44	0.57	5月2日
600482	中国动力	动力龙头蓄势待发，未来市场前景广阔	买入	中泰证券	0.81	1.01	5月2日
601607	上海医药	工业内生进一步提速，商业实力提升显著	买入	中泰证券	1.38	1.57	5月2日
002120	韵达股份	业务量增长继续领跑行业，持续打造核心竞争力	买入	东北证券	1.6	2.09	5月2日
600125	铁龙物流	Q1盈利高增长，期待改革添动力	买入	东北证券	0.34	0.39	5月2日
002020	京新药业	成品药增速恢复，巨峰商誉减值补偿充分	增持	国金证券	0.445	0.544	4月27日
002587	奥拓电子	一季报业绩靓丽，订单丰厚高增长可期	增持	平安证券	0.36	0.5	4月27日
000786	北新建材	18Q1业绩靓丽，公司将持续受益供给侧改革	增持	平安证券	1.91	2.29	4月27日
603816	顾家家居	业绩符合预期，多品类增长共振	买入	中银国际	2.539	3.161	4月27日
000768	中航飞机	一季度业绩略超预期，重申成长确定及定价改革下的投资机会	买入	申万宏源	0.2	0.26	4月27日
002396	星网锐捷	一季度业绩亏损收窄，ICT与物联网开拓创新	买入	中银国际	1.02	1.31	4月27日
002737	葵花药业	OTC消费升级带动葵花产品量价双升，叠加流感因素驱动Q1业绩增长超预期	买入	东吴证券	0.98	1.26	4月27日
000581	威孚高科	业绩持续增长，环保升级长期受益	买入	中泰证券	2.71	2.82	4月27日
300408	三环集团	收入与扣非净利略超预期，电容电阻与后盖产销两旺	买入	东方证券	0.92	1.31	4月27日
002008	大族激光	2018一季报点评：大客户周期弱化，激光装备龙头进入持续成长期	增持	华创证券	2.07	2.57	5月1日
603259	药明康德	CRO龙头强势回归，医药独角兽蓄势待发	-	天风证券	1.54	2.01	5月1日
601009	南京银行	2017年年报及2018年1季报点评：息差改善带动营收回暖，关注定增落地进程	买入	中银国际	1.36	1.62	4月27日
002027	分众传媒	业绩高增长，区域扩张、渠道下沉巩固龙头地位	买入	财富证券	0.56	0.65	5月2日
600475	华光股份	营收稳定增长，毛利率同比下降	买入	中信建投	1.04	1.23	5月2日
002345	潮宏基	珠宝皮具主业增速提升，并购思妍丽全面加码美容板块，美丽经济前景广阔	增持	中信建投	0.4	0.47	5月2日
002594	比亚迪	补贴退坡拖累业绩，下半年触底反弹可期	买入	财通证券	2	2.81	5月2日
300398	飞凯材料	Q1业绩大幅增长，各业务协同效应显现	买入	财通证券	0.71	0.91	5月2日
600566	济川药业	流感致一季报业绩超预期，核心品种维持高速增长	买入	财通证券	2.07	2.61	5月2日
300251	光线传媒	影视业务稳健，储备颇丰，围绕内容生态持续布局	买入	天风证券	0.87	0.44	5月2日
000596	古井贡酒	利润持续超预期，隐形龙头崛起	买入	太平洋	3.08	3.85	5月2日
600809	山西汾酒	产品线两端放量推动高增长，国企改革深化各方动力提升	买入	东方证券	1.73	2.26	5月2日
000089	深圳机场	流量持续高增长，看好国际化进程推进	买入	国金证券	0.39	0.46	5月2日
603197	保隆科技	TPMS与轻量化双布局，构建细分行业龙头	买入	国元证券	1.94	2.45	5月2日
300244	迪安诊断	牵手国际领先肿瘤精准诊断企业，加速向高端产品延伸	买入	中泰证券	0.8	1.07	5月2日
600029	南方航空	归母净利润高增64%，把握白云T2新机遇	买入	国金证券	0.85	1.15	5月2日
000498	山东路桥	17年度及18Q1业绩点评：区域景气度高，成长无忧	买入	光大证券	0.66	0.83	5月2日
600019	宝钢股份	Q1业绩受行业景气度拖累，扣非净利环比降25%	买入	光大证券	1.02	1.07	5月2日
000789	万年青	华东水泥龙头蓄势待发	增持	天风证券	1.55	1.59	5月2日
601021	春秋航空	票价延续升势，业绩持续上行	买入	天风证券	1.67	2.08	5月2日
603877	太平鸟	18Q1扣非净利翻倍，澄清负面消息，调整带来配置机会	买入	天风证券	1.38	1.77	5月2日
300094	国联水产	业绩高增长，水产消费品龙头快速成长！	买入	天风证券	0.4	0.45	5月2日
000768	中航飞机	一季度营收增速创新高，将进入持续增长轨道	买入	天风证券	0.21	0.25	5月2日
002142	宁波银行	宁波银行18年1季报解读：资产负债结构优化，资产质量持续向好	增持	中泰证券	2.16	2.54	5月2日
600398	海澜之家	主品牌稳健增长，运营能力提升	买入	中泰证券	0.81	0.89	5月2日
600132	重庆啤酒	趋势继续向好，利润率有望再上一台阶	买入	中泰证券	0.87	1	5月2日
600583	海油工程	18Q1绩筑底，新增订单翻番支撑后续盈利回升	增持	申万宏源	0.22	0.41	5月3日
600690	青岛海尔	2017年报和2018一季报点评：高端引领，业务全面开花	买入	申万宏源	1.32	1.52	5月3日
